X,region,Quarter,Price,QuarterEnding,pmt,principal,t_i,pti,min_inc,HAI
,SIMI VALLEY,2018-Q1,544500,1/1/2018,2259.186298,435600,626.175,2885.361298,115414.4519,0.42827691
,SOLVANG,2018-Q1,882497.5,1/1/2018,3661.572562,705998,1014.872125,4676.444687,187057.7875,0.126720518
,SONOMA,2018-Q1,7.50E+05,1/1/2018,3111.826857,6.00E+05,862.5,3974.326857,158973.0743,0.198353039
,SOUTH LAKE TAHOE,2018-Q1,4.87E+05,1/1/2018,2020.612906,389600,560.05,2580.662906,103226.5162,0.221337901
,SPRING VALLEY,2018-Q1,4.35E+05,1/1/2018,1804.859577,3.48E+05,500.25,2305.109577,92204.38307,0.138160473
,STEVENSON RANCH,2018-Q1,7.04E+05,1/1/2018,2920.968143,563200,809.6,3730.568143,149222.7257,0.446984329
,STOCKTON,2018-Q1,2.83E+05,1/1/2018,1174.196001,226400,325.45,1499.646001,59985.84002,0.417326895
,SUISUN CITY,2018-Q1,390500,1/1/2018,1620.224517,312400,449.075,2069.299517,82771.98067,0.427446857
,SUNNYVALE,2018-Q1,1.70E+06,1/1/2018,7053.474208,1.36E+06,1955,9008.474208,360338.9683,0.146568315
,SUSANVILLE,2018-Q1,1.65E+05,1/1/2018,684.6019085,1.32E+05,189.75,874.3519085,34974.07634,0.643272568
,TEMECULA,2018-Q1,4.52E+05,1/1/2018,1875.394319,361600,519.8,2395.194319,95807.77276,0.481289367
,TEMPLE CITY,2018-Q1,8.20E+05,1/1/2018,3402.26403,6.56E+05,943,4345.26403,173810.5612,0.133989431
,TEMPLETON,2018-Q1,6.00E+05,1/1/2018,2489.461485,4.80E+05,690,3179.461485,127178.4594,0.261325682
,THOUSAND OAKS,2018-Q1,726950,1/1/2018,3016.190045,581560,835.9925,3852.182545,154087.3018,0.372727263
,TORRANCE,2018-Q1,737500,1/1/2018,3059.963076,5.90E+05,848.125,3908.088076,156323.523,0.247121611
,TRACY,2018-Q1,472500,1/1/2018,1960.45092,3.78E+05,543.375,2503.82592,100153.0368,0.403427074
,TRUCKEE,2018-Q1,7.00E+05,1/1/2018,2904.371733,5.60E+05,805,3709.371733,148374.8693,0.207082346
,TULARE,2018-Q1,215232.5,1/1/2018,893.0216986,172186,247.517375,1140.539074,45621.56294,0.544775712
,TURLOCK,2018-Q1,3.10E+05,1/1/2018,1286.221767,2.48E+05,356.5,1642.721767,65708.8707,0.463161239
,TUSTIN,2018-Q1,7.09E+05,1/1/2018,2941.713655,567200,815.35,3757.063655,150282.5462,0.221828502
,TWENTYNINE PALMS,2018-Q1,1.29E+05,1/1/2018,535.2342193,103200,148.35,683.5842193,27343.36877,0.729234155
,UKIAH,2018-Q1,413500,1/1/2018,1715.653874,330800,475.525,2191.178874,87647.15495,0.237535235
,UNION CITY,2018-Q1,8.98E+05,1/1/2018,3725.894023,718400,1032.7,4758.594023,190343.7609,0.199857833
,UPLAND,2018-Q1,5.60E+05,1/1/2018,2323.497386,4.48E+05,644,2967.497386,118699.8955,0.257177787
,VACAVILLE,2018-Q1,4.36E+05,1/1/2018,1809.008679,348800,501.4,2310.408679,92416.34717,0.435703658
,VALLEJO,2018-Q1,3.97E+05,1/1/2018,1647.193683,317600,456.55,2103.743683,84149.74731,0.365983956
,VALLEY CENTER,2018-Q1,6.85E+05,1/1/2018,2842.135196,5.48E+05,787.75,3629.885196,145195.4078,0.257984217
,VALLEY SPRINGS,2018-Q1,3.49E+05,1/1/2018,1448.036764,279200,401.35,1849.386764,73975.47056,0.441574443
,VICTORVILLE,2018-Q1,2.40E+05,1/1/2018,995.7845941,1.92E+05,276,1271.784594,50871.38376,0.488427231
,VISALIA,2018-Q1,235250,1/1/2018,976.0763574,188200,270.5375,1246.613857,49864.55429,0.554781079
,VISTA,2018-Q1,505700,1/1/2018,2098.201122,404560,581.555,2679.756122,107190.2449,0.226880112
,WALNUT,2018-Q1,8.25E+05,1/1/2018,3423.009542,6.60E+05,948.75,4371.759542,174870.3817,0.24661959
,WALNUT CREEK,2018-Q1,6.90E+05,1/1/2018,2862.880708,5.52E+05,793.5,3656.380708,146255.2283,0.336183469
,WATSONVILLE,2018-Q1,5.49E+05,1/1/2018,2277.857259,439200,631.35,2909.207259,116368.2904,0.126598233
,WEST COVINA,2018-Q1,551500,1/1/2018,2288.230015,441200,634.225,2922.455015,116898.2006,0.281410149
,WEST SACRAMENTO,2018-Q1,3.75E+05,1/1/2018,1555.913428,3.00E+05,431.25,1987.163428,79486.53713,0.397939907
,WESTLAKE VILLAGE,2018-Q1,927500,1/1/2018,3848.292546,7.42E+05,1066.625,4914.917546,196596.7018,0.313508508
,WESTMINSTER,2018-Q1,649500,1/1/2018,2694.842058,519600,746.925,3441.767058,137670.6823,0.169905614
,WHITTIER,2018-Q1,522500,1/1/2018,2167.906043,4.18E+05,600.875,2768.781043,110751.2417,0.328356878
,WILDOMAR,2018-Q1,419444,1/1/2018,1740.316139,335555.2,482.3606,2222.676739,88907.06955,0.398247913
,WINCHESTER,2018-Q1,4.25E+05,1/1/2018,1763.368552,3.40E+05,488.75,2252.118552,90084.74208,0.389832854
,WINDSOR,2018-Q1,6.85E+05,1/1/2018,2842.135196,5.48E+05,787.75,3629.885196,145195.4078,0.274493199
,WOODLAND,2018-Q1,376500,1/1/2018,1562.137082,301200,432.975,1995.112082,79804.48328,0.399660527
,WRIGHTWOOD,2018-Q1,2.82E+05,1/1/2018,1170.046898,225600,324.3,1494.346898,59773.87592,0.502673009
,YORBA LINDA,2018-Q1,8.30E+05,1/1/2018,3443.755055,6.64E+05,954.5,4398.255055,175930.2022,0.337494134
,YUBA CITY,2018-Q1,2.82E+05,1/1/2018,1170.046898,225600,324.3,1494.346898,59773.87592,0.459561011
,YUCAIPA,2018-Q1,3.54E+05,1/1/2018,1468.782276,283200,407.1,1875.882276,75035.29105,0.406130714
,YUCCA VALLEY,2018-Q1,2.08E+05,1/1/2018,863.0133149,166400,239.2,1102.213315,44088.5326,0.478293473
,ACTON,2017-Q2,524750,4/1/2017,2177.241524,419800,603.4625,2780.704024,111228.161,0.427203941
,ADELANTO,2017-Q2,198250,4/1/2017,822.5595658,158600,227.9875,1050.547066,42021.88263,0.413724675
,AGOURA HILLS,2017-Q2,1.05E+06,4/1/2017,4356.557599,8.40E+05,1207.5,5564.057599,222562.304,0.217601305
,ALAMEDA,2017-Q2,9.03E+05,4/1/2017,3746.639535,722400,1038.45,4785.089535,191403.5814,0.167970733
,ALAMO,2017-Q2,1.64E+06,4/1/2017,6783.782547,1.31E+06,1880.25,8664.032547,346561.3019,0.276297355
,ALHAMBRA,2017-Q2,5.90E+05,4/1/2017,2447.970461,4.72E+05,678.5,3126.470461,125058.8184,0.164253876
,ALISO VIEJO,2017-Q2,580500,4/1/2017,2408.553987,464400,667.575,3076.128987,123045.1595,0.426987598
,ALPINE,2017-Q2,605500,4/1/2017,2512.281549,484400,696.325,3208.606549,128344.262,0.290832173
,ALTADENA,2017-Q2,8.30E+05,4/1/2017,3443.755055,6.64E+05,954.5,4398.255055,175930.2022,0.22383771
,AMERICAN CANYON,2017-Q2,537500,4/1/2017,2230.142581,4.30E+05,618.125,2848.267581,113930.7032,0.35824201
,ANAHEIM,2017-Q2,528750,4/1/2017,2193.837934,4.23E+05,608.0625,2801.900434,112076.0174,0.261850367
,ANDERSON,2017-Q2,219500,4/1/2017,910.7279934,175600,252.425,1163.152993,46526.11974,0.411650695
,ANTELOPE,2017-Q2,3.25E+05,4/1/2017,1348.458305,2.60E+05,373.75,1722.208305,68888.33218,0.489938631
,ANTIOCH,2017-Q2,4.15E+05,4/1/2017,1721.877527,3.32E+05,477.25,2199.127527,87965.10109,0.410066715
,APPLE VALLEY,2017-Q2,239900,4/1/2017,995.3696839,191920,275.885,1271.254684,50850.18736,0.47344991
,APTOS,2017-Q2,9.00E+05,4/1/2017,3734.192228,7.20E+05,1035,4769.192228,190767.6891,0.166856231
,ARCADIA,2017-Q2,9.33E+05,4/1/2017,3871.11261,746400,1072.95,4944.06261,197762.5044,0.160357983
,ARCATA,2017-Q2,369500,4/1/2017,1533.093365,295600,424.925,1958.018365,78320.73459,0.183831943
,ARNOLD,2017-Q2,2.85E+05,4/1/2017,1182.494206,2.28E+05,327.75,1510.244206,60409.76822,0.552846409
,ARROYO GRANDE,2017-Q2,6.65E+05,4/1/2017,2759.153146,5.32E+05,764.75,3523.903146,140956.1258,0.178256436
,ATASCADERO,2017-Q2,4.60E+05,4/1/2017,1908.587139,3.68E+05,529,2437.587139,97503.48555,0.342635729
,ATWATER,2017-Q2,2.48E+05,4/1/2017,1028.977414,198400,285.2,1314.177414,52567.09656,0.450713182
,AUBURN,2017-Q2,4.75E+05,4/1/2017,1970.823676,3.80E+05,546.25,2517.073676,100682.947,0.255396927
,AZUSA,2017-Q2,433500,4/1/2017,1798.635923,346800,498.525,2297.160923,91886.43693,0.301434327
,BAKERSFIELD,2017-Q2,2.28E+05,4/1/2017,945.9953644,182400,262.2,1208.195364,48327.81458,0.579068909
,BALDWIN PARK,2017-Q2,4.11E+05,4/1/2017,1705.281117,328800,472.65,2177.931117,87117.2447,0.266078989
,BANNING,2017-Q2,2.35E+05,4/1/2017,975.0390817,1.88E+05,270.25,1245.289082,49811.56327,0.429492317
,BARSTOW,2017-Q2,133500,4/1/2017,553.9051805,106800,153.525,707.4301805,28297.20722,0.599672762
,BAY POINT,2017-Q2,3.61E+05,4/1/2017,1497.825994,288800,415.15,1912.975994,76519.03975,0.317794519
,BEAUMONT,2017-Q2,309999.5,4/1/2017,1286.219693,247999.6,356.499425,1642.719118,65708.76471,0.529711963
,BELMONT,2017-Q2,1.63E+06,4/1/2017,6763.037035,1.30E+06,1874.5,8637.537035,345501.4814,0.17605531
,BENICIA,2017-Q2,6.15E+05,4/1/2017,2551.698022,4.92E+05,707.25,3258.948022,130357.9209,0.33286624
,BERKELEY,2017-Q2,1.22E+06,4/1/2017,5049.457713,973600,1399.55,6449.007713,257960.3085,0.105688465
,BERMUDA DUNES,2017-Q2,348750,4/1/2017,1446.999488,2.79E+05,401.0625,1848.061988,73922.47953,0.421010371
,BLOOMINGTON,2017-Q2,3.05E+05,4/1/2017,1265.476255,2.44E+05,350.75,1616.226255,64649.0502,0.399802434
,BONITA,2017-Q2,638500,4/1/2017,2649.201931,510800,734.275,3383.476931,135339.0772,0.328670372
,BOULDER CREEK,2017-Q2,6.00E+05,4/1/2017,2489.461485,4.80E+05,690,3179.461485,127178.4594,0.30786171
,BREA,2017-Q2,6.75E+05,4/1/2017,2800.644171,5.40E+05,776.25,3576.894171,143075.7668,0.246344865
,BRENTWOOD,2017-Q2,567500,4/1/2017,2354.615655,4.54E+05,652.625,3007.240655,120289.6262,0.37430256
,BUENA PARK,2017-Q2,556750,4/1/2017,2310.012803,445400,640.2625,2950.275303,118011.0121,0.255653745
,BURBANK,2017-Q2,7.20E+05,4/1/2017,2987.353782,5.76E+05,828,3815.353782,152614.1513,0.305425639
,BURLINGAME,2017-Q2,2.05E+06,4/1/2017,8505.660075,1.64E+06,2357.5,10863.16007,434526.403,0.149669713
,CALABASAS,2017-Q2,1.08E+06,4/1/2017,4497.627083,867200,1246.6,5744.227083,229769.0833,0.257298038
,CALIFORNIA CITY,2017-Q2,1.32E+05,4/1/2017,547.6815268,105600,151.8,699.4815268,27979.26107,0.705265107
,CAMARILLO,2017-Q2,564712.5,4/1/2017,2343.050032,451770,649.419375,2992.469407,119698.7763,0.334684966
,CAMBRIA,2017-Q2,6.22E+05,4/1/2017,2580.74174,497600,715.3,3296.04174,131841.6696,0.224937315
,CAMERON PARK,2017-Q2,4.49E+05,4/1/2017,1862.947012,359200,516.35,2379.297012,95171.88046,0.434546441
,CAMPBELL,2017-Q2,1.21E+06,4/1/2017,4999.668483,9.64E+05,1385.75,6385.418483,255416.7393,0.109626038
,CANYON LAKE,2017-Q2,4.20E+05,4/1/2017,1742.62304,3.36E+05,483,2225.62304,89024.92159,0.414865095
,CARLSBAD,2017-Q2,8.29E+05,4/1/2017,3439.605952,663200,953.35,4392.955952,175718.2381,0.236140602
,CARMICHAEL,2017-Q2,3.73E+05,4/1/2017,1547.615223,298400,428.95,1976.565223,79062.60893,0.382342626
,CARSON,2017-Q2,4.81E+05,4/1/2017,1995.718291,384800,553.15,2548.868291,101954.7316,0.339119086
,CASTRO VALLEY,2017-Q2,8.11E+05,4/1/2017,3364.922108,648800,932.65,4297.572108,171902.8843,0.216473617
,CATHEDRAL CITY,2017-Q2,2.65E+05,4/1/2017,1099.512156,2.12E+05,304.75,1404.262156,56170.48624,0.412337084
,CERES,2017-Q2,2.60E+05,4/1/2017,1078.766644,2.08E+05,299,1377.766644,55110.66575,0.474435865
,CHICO,2017-Q2,3.20E+05,4/1/2017,1327.712792,2.56E+05,368,1695.712792,67828.51169,0.363966279
,CHINO,2017-Q2,4.45E+05,4/1/2017,1846.350602,3.56E+05,511.75,2358.100602,94324.02406,0.362331196
,CHINO HILLS,2017-Q2,648800,4/1/2017,2691.937686,519040,746.12,3438.057686,137522.3074,0.299507945
,CHOWCHILLA,2017-Q2,229900,4/1/2017,953.8786591,183920,264.385,1218.263659,48730.54636,0.379879767
,CHULA VISTA,2017-Q2,471500,4/1/2017,1956.301817,377200,542.225,2498.526817,99941.07269,0.329226409
,CITRUS HEIGHTS,2017-Q2,307500,4/1/2017,1275.849011,2.46E+05,353.625,1629.474011,65178.96045,0.412091323
,CLAREMONT,2017-Q2,650500,4/1/2017,2698.99116,520400,748.075,3447.06616,137882.6464,0.314189111
,CLAYTON,2017-Q2,772500,4/1/2017,3205.181662,6.18E+05,888.375,4093.556662,163742.2665,0.375039725
,CLEARLAKE,2017-Q2,1.45E+05,4/1/2017,601.6198589,1.16E+05,166.75,768.3698589,30734.79436,0.410667926
,CLOVERDALE,2017-Q2,5.27E+05,4/1/2017,2186.577005,421600,606.05,2792.627005,111705.0802,0.294503362
,CLOVIS,2017-Q2,3.21E+05,4/1/2017,1331.861895,256800,369.15,1701.011895,68040.47579,0.490765974
,COACHELLA,2017-Q2,2.30E+05,4/1/2017,954.2935694,1.84E+05,264.5,1218.793569,48751.74277,0.4166407
,COALINGA,2017-Q2,1.39E+05,4/1/2017,576.7252441,111200,159.85,736.5752441,29463.00976,0.71603044
,COARSEGOLD,2017-Q2,259900,4/1/2017,1078.351733,207920,298.885,1377.236733,55089.46934,0.405835594
,COLFAX,2017-Q2,4.08E+05,4/1/2017,1692.83381,326400,469.2,2162.03381,86481.3524,0.364219183
,COLTON,2017-Q2,274450,4/1/2017,1138.721174,219560,315.6175,1454.338674,58173.54698,0.370071698
,COMPTON,2017-Q2,3.55E+05,4/1/2017,1472.931379,2.84E+05,408.25,1881.181379,75247.25515,0.267650281
,CONCORD,2017-Q2,5.55E+05,4/1/2017,2302.751874,4.44E+05,638.25,2941.001874,117640.075,0.28795356
,COPPEROPOLIS,2017-Q2,3.02E+05,4/1/2017,1253.028948,241600,347.3,1600.328948,64013.1579,0.521612604
,CORONA,2017-Q2,4.55E+05,4/1/2017,1887.841626,3.64E+05,523.25,2411.091626,96443.66505,0.395401063
,CORONADO,2017-Q2,1.39E+06,4/1/2017,5775.550646,1113600,1600.8,7376.350646,295054.0258,0.124783532
,COSTA MESA,2017-Q2,7.61E+05,4/1/2017,3157.466984,608800,875.15,4032.616984,161304.6794,0.151831294
,COTO DE CAZA,2017-Q2,1.24E+06,4/1/2017,5161.48348,995200,1430.6,6592.08348,263683.3392,0.313136522
,COTTONWOOD,2017-Q2,229900,4/1/2017,953.8786591,183920,264.385,1218.263659,48730.54636,0.450881648
,COVINA,2017-Q2,4.95E+05,4/1/2017,2053.805725,3.96E+05,569.25,2623.055725,104922.229,0.277846123
,CRESTLINE,2017-Q2,2.17E+05,4/1/2017,900.3552372,173600,249.55,1149.905237,45996.20949,0.524604352
,CUPERTINO,2017-Q2,1.72E+06,4/1/2017,7132.307155,1375200,1976.85,9109.157155,364366.2862,0.201338936
,CYPRESS,2017-Q2,651500,4/1/2017,2703.140263,521200,749.225,3452.365263,138094.6105,0.263053279
,DALY CITY,2017-Q2,8.65E+05,4/1/2017,3588.973641,6.92E+05,994.75,4583.723641,183348.9457,0.132935771
,DANA POINT,2017-Q2,9.50E+05,4/1/2017,3941.647352,7.60E+05,1092.5,5034.147352,201365.8941,0.166977293
,DANVILLE,2017-Q2,1266500,4/1/2017,5254.838285,1013200,1456.475,6711.313285,268452.5314,0.2469476
,DAVIS,2017-Q2,628650,4/1/2017,2608.333271,502920,722.9475,3331.280771,133251.2308,0.232478223
,DEL MAR,2017-Q2,1727500,4/1/2017,7167.574526,1.38E+06,1986.625,9154.199526,366167.9811,0.107007979
,DESERT HOT SPRINGS,2017-Q2,1.95E+05,4/1/2017,809.0749827,1.56E+05,224.25,1033.324983,41332.99931,0.422946741
,DIAMOND BAR,2017-Q2,6.25E+05,4/1/2017,2593.189047,5.00E+05,718.75,3311.939047,132477.5619,0.320702695
,DINUBA,2017-Q2,2.36E+05,4/1/2017,979.1881842,188800,271.4,1250.588184,50023.52737,0.401010232
,DISCOVERY BAY,2017-Q2,5.72E+05,4/1/2017,2373.286616,457600,657.8,3031.086616,121243.4646,0.482373218
,DIXON,2017-Q2,4.21E+05,4/1/2017,1746.772142,336800,484.15,2230.922142,89236.88569,0.371263859
,DOWNEY,2017-Q2,5.21E+05,4/1/2017,2161.68239,416800,599.15,2760.83239,110433.2956,0.223041426
,DUARTE,2017-Q2,452450,4/1/2017,1877.261415,361960,520.3175,2397.578915,95903.1566,0.350412617
,DUBLIN,2017-Q2,823125,4/1/2017,3415.229975,658500,946.59375,4361.823725,174472.949,0.301888583
,EAST PALO ALTO,2017-Q2,8.05E+05,4/1/2017,3340.027493,6.44E+05,925.75,4265.777493,170631.0997,0.109660983
,EASTVALE,2017-Q2,539444,4/1/2017,2238.208436,431555.2,620.3606,2858.569036,114342.7614,0.471071918
,EL CERRITO,2017-Q2,9.05E+05,4/1/2017,3754.93774,7.24E+05,1040.75,4795.68774,191827.5096,0.267865368
,EL DORADO HILLS,2017-Q2,6.20E+05,4/1/2017,2572.443535,4.96E+05,713,3285.443535,131417.7414,0.490636909
,EL MONTE,2017-Q2,4.60E+05,4/1/2017,1908.587139,3.68E+05,529,2437.587139,97503.48555,0.150963953
,ELK GROVE,2017-Q2,4.05E+05,4/1/2017,1680.386503,3.24E+05,465.75,2146.136503,85845.4601,0.49274613
,ENCINITAS,2017-Q2,1.02E+06,4/1/2017,4211.339013,8.12E+05,1167.25,5378.589013,215143.5605,0.174653714
,ESCONDIDO,2017-Q2,4.89E+05,4/1/2017,2028.911111,391200,562.35,2591.261111,103650.4444,0.219608273
,EUREKA,2017-Q2,2.50E+05,4/1/2017,1037.275619,2.00E+05,287.5,1324.775619,52991.02476,0.366261386
,EXETER,2017-Q2,192500,4/1/2017,798.7022265,1.54E+05,221.375,1020.077227,40803.08906,0.58348632
,FAIR OAKS,2017-Q2,4.25E+05,4/1/2017,1763.368552,3.40E+05,488.75,2252.118552,90084.74208,0.429904452
,FAIRFIELD,2017-Q2,4.25E+05,4/1/2017,1763.368552,3.40E+05,488.75,2252.118552,90084.74208,0.406237776
,FALLBROOK,2017-Q2,5.70E+05,4/1/2017,2364.988411,4.56E+05,655.5,3020.488411,120819.5364,0.178715573
,FELTON,2017-Q2,6.29E+05,4/1/2017,2609.785457,503200,723.35,3333.135457,133325.4183,0.308366449
,FOLSOM,2017-Q2,499750,4/1/2017,2073.513962,399800,574.7125,2648.226462,105929.0585,0.513302428
,FONTANA,2017-Q2,3.70E+05,4/1/2017,1535.167916,2.96E+05,425.5,1960.667916,78426.71664,0.435113493
,FORESTHILL,2017-Q2,3.90E+05,4/1/2017,1618.149965,3.12E+05,448.5,2066.649965,82665.99862,0.358666364
,FORTUNA,2017-Q2,2.60E+05,4/1/2017,1078.766644,2.08E+05,299,1377.766644,55110.66575,0.37645231
,FOUNTAIN VALLEY,2017-Q2,7.45E+05,4/1/2017,3091.081344,5.96E+05,856.75,3947.831344,157913.2538,0.214451042
,FREMONT,2017-Q2,9.40E+05,4/1/2017,3900.156327,7.52E+05,1081,4981.156327,199246.2531,0.209805752
,FRESNO,2017-Q2,2.30E+05,4/1/2017,954.2935694,1.84E+05,264.5,1218.793569,48751.74277,0.446656166
,FULLERTON,2017-Q2,606500,4/1/2017,2516.430651,485200,697.475,3213.905651,128556.2261,0.236310969
,GALT,2017-Q2,339750,4/1/2017,1409.657566,271800,390.7125,1800.370066,72014.80264,0.444788518
,GARDEN GROVE,2017-Q2,5.55E+05,4/1/2017,2302.751874,4.44E+05,638.25,2941.001874,117640.075,0.204799965
,GARDENA,2017-Q2,5.25E+05,4/1/2017,2178.2788,4.20E+05,603.75,2782.0288,111281.152,0.176502507
,GILROY,2017-Q2,6.88E+05,4/1/2017,2854.582503,550400,791.2,3645.782503,145831.3001,0.253266712
,GLENDALE,2017-Q2,7.50E+05,4/1/2017,3111.826857,6.00E+05,862.5,3974.326857,158973.0743,0.137020635
,GLENDORA,2017-Q2,6.10E+05,4/1/2017,2530.95251,4.88E+05,701.5,3232.45251,129298.1004,0.257529276
,GOLD RIVER,2017-Q2,4.68E+05,4/1/2017,1941.779959,374400,538.2,2479.979959,99199.19834,0.539120928
,GOLETA,2017-Q2,7.65E+05,4/1/2017,3174.063394,6.12E+05,879.75,4053.813394,162152.5358,0.188049772
,GRANITE BAY,2017-Q2,7.69E+05,4/1/2017,3190.659804,615200,884.35,4075.009804,163000.3921,0.365025867
,GRASS VALLEY,2017-Q2,3.87E+05,4/1/2017,1605.702658,309600,445.05,2050.752658,82030.10632,0.218584341
,GROVER BEACH,2017-Q2,4.86E+05,4/1/2017,2016.463803,388800,558.9,2575.363803,103014.5521,0.267337833
,HACIENDA HEIGHTS,2017-Q2,6.12E+05,4/1/2017,2539.250715,489600,703.8,3243.050715,129722.0286,0.258600856
,HALF MOON BAY,2017-Q2,1277500,4/1/2017,5300.478412,1.02E+06,1469.125,6769.603412,270784.1365,0.220592696
,HANFORD,2017-Q2,2.25E+05,4/1/2017,933.548057,1.80E+05,258.75,1192.298057,47691.92228,0.533030873
,HAWTHORNE,2017-Q2,616500,4/1/2017,2557.921676,493200,708.975,3266.896676,130675.867,0.097580901
,HAYWARD,2017-Q2,6.00E+05,4/1/2017,2489.461485,4.80E+05,690,3179.461485,127178.4594,0.2265329
,HEALDSBURG,2017-Q2,9.05E+05,4/1/2017,3754.93774,7.24E+05,1040.75,4795.68774,191827.5096,0.101736019
,HEMET,2017-Q2,2.43E+05,4/1/2017,1008.231902,194400,279.45,1287.681902,51507.27606,0.326818053
,HERCULES,2017-Q2,4.70E+05,4/1/2017,1950.078163,3.76E+05,540.5,2490.578163,99623.12654,0.543760123
,HESPERIA,2017-Q2,2.46E+05,4/1/2017,1020.679209,196800,282.9,1303.579209,52143.16836,0.449476697
,HIDDEN VALLEY LAKE,2017-Q2,2.80E+05,4/1/2017,1161.748693,2.24E+05,322,1483.748693,59349.94773,0.482809441
,HIGHLAND,2017-Q2,3.30E+05,4/1/2017,1369.203817,2.64E+05,379.5,1748.703817,69948.15268,0.402901911
,HILLSBOROUGH,2017-Q2,267500,4/1/2017,1109.884912,2.14E+05,307.625,1417.509912,56700.39649,0.91085118
,HOLLISTER,2017-Q2,5.00E+05,4/1/2017,2074.551238,4.00E+05,575,2649.551238,105982.0495,0.292855945
,HUNTINGTON BEACH,2017-Q2,7.55E+05,4/1/2017,3132.572369,6.04E+05,868.25,4000.822369,160032.8948,0.222236076
,IMPERIAL BEACH,2017-Q2,5.40E+05,4/1/2017,2240.515337,4.32E+05,621,2861.515337,114460.6135,0.134570683
,INDIAN WELLS,2017-Q2,5.95E+05,4/1/2017,2468.715973,4.76E+05,684.25,3152.965973,126118.6389,0.307182501
,INDIO,2017-Q2,2.92E+05,4/1/2017,1211.537923,233600,335.8,1547.337923,61893.51691,0.421484152
,IRVINE,2017-Q2,7.79E+05,4/1/2017,3232.150828,623200,895.85,4128.000828,165120.0331,0.250011303
,JAMUL,2017-Q2,659500,4/1/2017,2736.333083,527600,758.425,3494.758083,139790.3233,0.429498472
,JOSHUA TREE,2017-Q2,1.70E+05,4/1/2017,705.3474208,1.36E+05,195.5,900.8474208,36033.89683,0.570276061
,KELSEYVILLE,2017-Q2,2.69E+05,4/1/2017,1116.108566,215200,309.35,1425.458566,57018.34264,0.433851429
,KINGSBURG,2017-Q2,2.63E+05,4/1/2017,1091.213951,210400,302.45,1393.663951,55746.55804,0.538466545
,LA HABRA,2017-Q2,4.70E+05,4/1/2017,1950.078163,3.76E+05,540.5,2490.578163,99623.12654,0.31955378
,LA MESA,2017-Q2,5.25E+05,4/1/2017,2178.2788,4.20E+05,603.75,2782.0288,111281.152,0.229265679
,LA MIRADA,2017-Q2,5.60E+05,4/1/2017,2323.497386,4.48E+05,644,2967.497386,118699.8955,0.331725415
,LA PUENTE,2017-Q2,4.25E+05,4/1/2017,1763.368552,3.40E+05,488.75,2252.118552,90084.74208,0.273223274
,LA QUINTA,2017-Q2,4.35E+05,4/1/2017,1804.859577,3.48E+05,500.25,2305.109577,92204.38307,0.412788142
,LA VERNE,2017-Q2,6.09E+05,4/1/2017,2526.803408,487200,700.35,3227.153408,129086.1363,0.299574301
,LADERA RANCH,2017-Q2,651500,4/1/2017,2703.140263,521200,749.225,3452.365263,138094.6105,0.536798053
,LAFAYETTE,2017-Q2,1.44E+06,4/1/2017,5978.856667,1152800,1657.15,7636.006667,305440.2667,0.23400482
,LAGUNA BEACH,2017-Q2,1.86E+06,4/1/2017,7717.330604,1.49E+06,2139,9856.330604,394253.2242,0.169925892
,LAGUNA HILLS,2017-Q2,725500,4/1/2017,3010.173846,580400,834.325,3844.498846,153779.9538,0.295541368
,LAGUNA NIGUEL,2017-Q2,8.00E+05,4/1/2017,3319.28198,6.40E+05,920,4239.28198,169571.2792,0.292049437
,LAKE ARROWHEAD,2017-Q2,3.65E+05,4/1/2017,1514.422404,2.92E+05,419.75,1934.172404,77366.89614,0.439462633
,LAKE ELSINORE,2017-Q2,349900,4/1/2017,1451.770956,279920,402.385,1854.155956,74166.23825,0.446342798
,LAKE FOREST,2017-Q2,6.45E+05,4/1/2017,2676.171097,5.16E+05,741.75,3417.921097,136716.8439,0.323782193
,LAKESIDE,2017-Q2,478250,4/1/2017,1984.308259,382600,549.9875,2534.295759,101371.8304,0.309743506
,LAKEWOOD,2017-Q2,5.52E+05,4/1/2017,2290.304566,441600,634.8,2925.104566,117004.1827,0.308180345
,LANCASTER,2017-Q2,259450,4/1/2017,1076.484637,207560,298.3675,1374.852137,54994.08549,0.468177382
,LATHROP,2017-Q2,3.85E+05,4/1/2017,1597.404453,3.08E+05,442.75,2040.154453,81606.17812,0.394600952
,LEMON GROVE,2017-Q2,424900,4/1/2017,1762.953642,339920,488.635,2251.588642,90063.54567,0.28086789
,LEMOORE,2017-Q2,2.45E+05,4/1/2017,1016.530107,1.96E+05,281.75,1298.280107,51931.20426,0.488941912
,LINCOLN,2017-Q2,4.25E+05,4/1/2017,1763.368552,3.40E+05,488.75,2252.118552,90084.74208,0.414030779
,LITTLEROCK,2017-Q2,253152.5,4/1/2017,1050.355664,202522,291.125375,1341.481039,53659.24158,0.493351948
,LIVERMORE,2017-Q2,7.45E+05,4/1/2017,3091.081344,5.96E+05,856.75,3947.831344,157913.2538,0.31979586
,LODI,2017-Q2,327750,4/1/2017,1359.868336,262200,376.9125,1736.780836,69471.23345,0.368354356
,LOMPOC,2017-Q2,3.41E+05,4/1/2017,1414.843944,272800,392.15,1806.993944,72279.75777,0.336548089
,LONG BEACH,2017-Q2,5.18E+05,4/1/2017,2149.235082,414400,595.7,2744.935082,109797.4033,0.232504608
